ID,Month,Avy_Mort,Prop_Avy
LG188,2,0,0.12
LG188,3,0,0.1
LG188,4,0,0.33
LG188,5,0,0.84
LG188,10,0,0.74
LG188,11,0,0.57
LG188,12,0,0.22
LG189,1,1,0.42
LG189,2,1,0.71
LG189,3,1,0.67
LG189,4,1,0.77
LG189,5,1,0.91
LG189,10,1,0.84
LG189,11,1,0.91
LG189,12,1,0.39
LG190,1,0,0.07
LG190,2,0,0.05
LG190,3,0,0.13
LG190,4,0,0.07
LG190,5,0,0.68
LG190,10,0,0.92
LG190,11,0,0.55
LG190,12,0,0.11
LG191,1,0,0.09
LG191,2,0,0.26
LG191,3,0,0.17
LG191,4,0,0.39
LG191,5,0,0.82
LG191,10,0,0.91
LG191,11,0,0.46
LG191,12,0,0.36
LG192,1,0,1
LG192,2,0,1
LG192,3,0,0.99
LG192,4,0,1
LG192,5,0,1
LG192,10,0,1
LG192,11,0,1
LG192,12,0,0.99
LG193,1,0,0.02
LG193,2,0,0.15
LG193,3,0,0.06
LG193,4,0,0.6
LG193,5,0,0.81
LG193,10,0,0.94
LG193,11,0,0.51
LG193,12,0,0.06
LG194,1,0,0.01
LG194,2,0,0.12
LG194,3,0,0.21
LG194,4,0,0.74
LG194,5,0,0.31
LG194,10,0,0.8
LG194,11,0,0.72
LG194,12,0,0.24
LG195,1,0,0.15
LG195,2,0,0.28
LG195,3,0,0.38
LG195,4,0,0.93
LG195,5,0,0.97
LG195,10,0,0.95
LG195,11,0,0.97
LG195,12,0,0.49
LG196,1,0,0.08
LG196,2,0,0.18
LG196,3,0,0.47
LG196,4,0,0.65
LG196,5,0,0.94
LG196,10,0,0.7
LG196,11,0,0.59
LG196,12,0,0.37
LG197,1,0,0.46
LG197,2,0,0.45
LG197,3,0,0.54
LG197,4,0,0.08
LG197,10,0,0.94
LG197,11,0,0.76
LG197,12,0,0.38
LG198,1,0,0.09
LG198,2,0,0.35
LG198,3,0,0.66
LG198,4,0,0.97
LG198,5,0,0.96
LG198,10,0,0.83
LG198,11,0,0.81
LG198,12,0,0.37
LG199,1,0,0.96
LG199,2,0,0.03
LG199,3,0,0.16
LG199,4,0,0.85
LG199,10,0,0.78
LG199,11,0,0.95
LG199,12,0,0.99
LG200,1,0,0.07
LG200,2,0,0.13
LG200,3,0,0.34
LG200,4,0,1
LG200,10,0,0.83
LG200,11,0,0.69
LG200,12,0,0.23
LG201,1,0,0.64
LG201,2,0,0.26
LG201,3,0,0.18
LG201,10,0,1
LG201,11,0,0.99
LG201,12,0,0.86
LG202,1,0,0.66
LG202,2,0,0.74
LG202,3,0,0.8
LG202,10,0,0.99
LG202,11,0,0.85
LG202,12,0,0.5
LG204,1,0,0.47
LG204,2,0,0.47
LG204,3,0,0.65
LG204,4,0,0.63
LG204,5,0,0.9
LG204,10,0,0.93
LG204,11,0,0.55
LG204,12,0,0.4
LG205,1,0,0.03
LG205,2,0,0.01
LG205,3,0,0.05
LG205,4,0,0.11
LG205,5,0,0.68
LG205,10,0,0.7
LG205,11,0,0.36
LG205,12,0,0.1
LG206,1,0,0.03
LG206,2,0,0.13
LG206,3,0,0.08
LG206,4,0,0.05
LG206,5,0,0.64
LG206,10,0,0.69
LG206,11,0,0.43
LG206,12,0,0.11
LG207,1,0,0.04
LG207,2,0,0.01
LG207,3,0,0
LG207,4,0,0.04
LG207,5,0,0.29
LG207,10,0,0.62
LG207,11,0,0.23
LG207,12,0,0.04
LG208,1,0,0.36
LG208,2,0,0.07
LG208,3,0,0
LG208,4,0,0.28
LG208,5,0,0.62
LG208,10,0,0.54
LG208,11,0,0.52
LG208,12,0,0.13
LG209,1,0,0.89
LG209,2,0,0.84
LG209,3,0,0.92
LG209,4,0,0.98
LG209,5,0,1
LG209,10,0,0.93
LG209,11,0,0.99
LG209,12,0,0.62
LG210,1,0,0.68
LG210,2,0,0.47
LG210,3,0,0.75
LG210,4,0,0.88
LG210,5,0,0.99
LG210,10,0,0.95
LG210,11,0,0.76
LG210,12,0,0.65
LG211,1,0,0.05
LG211,2,0,0.07
LG211,3,0,0.02
LG211,4,0,0.06
LG211,5,0,0.74
LG211,10,0,0.76
LG211,11,0,0.18
LG211,12,0,0.02
LG212,1,0,0.16
LG212,2,0,0.04
LG212,3,0,0.17
LG212,4,0,0.27
LG212,5,0,0.3
LG212,10,0,0.76
LG212,11,0,0.19
LG212,12,0,0.05
LG215,1,1,0.29
LG215,2,1,0.28
LG215,3,1,0.15
LG215,10,1,0.8
LG215,11,1,0.15
LG215,12,1,0.15
KG001,1,0,0.95
KG001,2,0,0.96
KG001,3,0,1
KG001,4,0,0.96
KG001,5,0,0.95
KG001,10,0,0.96
KG001,11,0,0.97
KG001,12,0,0.96
KG002,10,0,0.97
KG002,11,0,1
KG002,12,0,0.98
KG003,1,0,0.99
KG003,2,0,0.98
KG003,3,0,0.96
KG003,4,0,1
KG003,5,0,0.98
KG003,10,0,0.92
KG003,11,0,0.99
KG003,12,0,0.99
KG004,1,0,1
KG004,2,0,0.96
KG004,3,0,0.97
KG004,4,0,0.93
KG004,5,0,0.98
KG004,10,0,0.97
KG004,11,0,0.99
KG004,12,0,0.92
KG005,1,0,0.98
KG005,2,0,0.95
KG005,3,0,0.98
KG005,4,0,0.97
KG005,5,0,0.97
KG005,10,0,0.98
KG005,11,0,0.99
KG005,12,0,0.97
KG007,1,0,0.96
KG007,2,0,0.92
KG007,3,0,0.8
KG007,4,0,0.91
KG007,5,0,0.87
KG007,10,0,0.79
KG007,11,0,0.9
KG007,12,0,0.94
KG008,1,0,0.89
KG008,2,0,0.84
KG008,3,0,0.84
KG008,4,0,0.95
KG008,5,0,0.99
KG008,10,0,0.99
KG008,11,0,0.8
KG008,12,0,0.93
KG010,1,0,0.05
KG010,2,0,0.03
KG010,3,0,0.08
KG010,4,0,0.06
KG010,5,0,0.34
KG010,10,0,0.69
KG010,11,0,0.25
KG010,12,0,0.09
KG011,10,0,0
KG011,11,0,0
KG013,1,0,0
KG013,10,0,0.74
KG013,11,0,0.57
KG013,12,0,0
KG014,10,0,0.96
KG014,11,0,0.95
KG014,12,0,1
KG016,1,0,0.98
KG016,2,0,0.98
KG016,3,0,0.95
KG016,4,0,0.93
KG016,5,0,0.95
KG016,10,0,0.83
KG016,11,0,0.82
KG016,12,0,0.98
KG017,1,0,0.7
KG017,2,0,0.75
KG017,3,0,0.76
KG017,4,0,0.88
KG017,5,0,0.97
KG017,10,0,0.95
KG017,11,0,0.86
KG017,12,0,0.68
KG019,1,0,0.28
KG019,2,0,0.4
KG019,3,0,0.52
KG019,4,0,0.65
KG019,5,0,0.91
KG019,10,0,0.88
KG019,11,0,0.82
KG019,12,0,0.32
KG021,1,0,0.97
KG021,2,0,0.97
KG021,3,0,0.99
KG021,4,0,1
KG021,5,0,0.99
KG021,10,0,0.99
KG021,11,0,0.98
KG021,12,0,0.99
KG025,1,0,0.02
KG025,2,0,0.18
KG025,3,0,0.39
KG025,4,0,0.47
KG025,5,0,0.47
KG025,10,0,0.72
KG025,11,0,0.56
KG025,12,0,0.18
KG029,1,0,0.59
KG029,2,0,0.68
KG029,3,0,0.68
KG029,4,0,0.99
KG029,5,0,0.98
KG029,10,0,0.89
KG029,11,0,0.79
KG029,12,0,0.52
KG030,1,0,0.86
KG030,2,0,0.82
KG030,3,0,0.82
KG030,4,0,0.99
KG030,5,0,1
KG030,10,0,0.83
KG030,11,0,0.98
KG030,12,0,0.97
KG031,1,0,0.34
KG031,2,0,0.16
KG031,3,0,0.25
KG031,4,0,0.48
KG031,5,0,0.7
KG031,10,0,0.62
KG031,11,0,0.18
KG031,12,0,0.36
KG032,1,0,0.75
KG032,2,0,0.8
KG032,10,0,1
KG032,11,0,0.98
KG032,12,0,0.99
KG036,1,0,1
KG036,2,0,0.99
KG036,3,0,0.99
KG036,4,0,1
KG036,5,0,0.98
KG036,10,0,0.94
KG036,11,0,0.79
KG036,12,0,0.84
KG038,10,0,0.54
KG038,11,0,0.45
KG038,12,0,0.38
KG039,1,0,0.71
KG039,2,0,0.59
KG039,3,0,0.61
KG039,4,0,0.76
KG039,5,0,0.84
KG039,10,0,0.84
KG039,11,0,0.32
KG039,12,0,0.31
KG040,1,0,0.98
KG040,2,0,1
KG040,3,0,0.98
KG040,4,0,1
KG040,5,0,1
KG040,10,0,1
KG040,11,0,1
KG040,12,0,1
KG041,1,0,0.85
KG041,2,0,0.85
KG041,3,0,0.94
KG041,4,0,0.95
KG041,5,0,0.91
KG041,10,0,0.85
KG041,11,0,0.94
KG041,12,0,0.97
KG042,1,0,0.95
KG042,2,0,0.98
KG042,3,0,0.96
KG042,4,0,0.97
KG042,5,0,0.89
KG042,10,0,0.9
KG042,11,0,0.97
KG042,12,0,0.99
KG043,1,0,0.17
KG043,2,0,0.06
KG043,3,0,0.02
KG043,4,0,0.07
KG043,5,0,0.36
KG043,10,0,0.5
KG043,11,0,0.43
KG043,12,0,0.26
KG045,1,0,0.43
KG045,2,0,0
KG045,3,0,0.02
KG045,4,0,0.28
KG045,5,0,0.97
KG045,10,0,0.97
KG045,11,0,0.3
KG045,12,0,0.49
KG046,1,0,0
KG046,2,0,0
KG046,3,0,0.15
KG046,4,0,0.37
KG046,5,0,0.95
KG046,10,0,0.84
KG046,11,0,0.84
KG046,12,0,0.08
KG047,1,0,0.27
KG047,2,0,0.32
KG047,3,0,0
KG047,4,0,0.04
KG047,5,0,0.86
KG047,10,0,0.47
KG047,11,0,0.88
KG047,12,0,0.52
KG048,1,0,0.98
KG048,2,0,0.87
KG048,3,0,0.92
KG048,4,0,0.96
KG048,5,0,0.93
KG048,10,0,0.92
KG048,11,0,0.94
KG048,12,0,0.92
KG050,1,0,0.84
KG050,2,0,0.87
KG050,3,0,0.76
KG050,4,0,0.9
KG050,5,0,0.96
KG050,10,0,0.75
KG050,11,0,0.83
KG050,12,0,0.82
KG051,1,0,0.16
KG051,2,0,0.13
KG051,3,0,0.17
KG051,4,0,0.37
KG051,5,0,0.48
KG051,10,0,0.77
KG051,11,0,0.28
KG051,12,0,0.13
KG052,1,0,0.45
KG052,2,0,0.3
KG052,3,0,0.34
KG052,4,0,0.23
KG052,5,0,0.67
KG052,10,0,0.85
KG052,11,0,0.58
KG052,12,0,0.27
KG053,1,0,0.26
KG053,2,0,0.19
KG053,3,0,0.1
KG053,4,0,0.29
KG053,5,0,0.7
KG053,10,0,0.66
KG053,11,0,0.26
KG053,12,0,0.2
KG054,1,0,0.96
KG054,2,0,0.94
KG054,3,0,0.93
KG054,4,0,0.96
KG054,5,0,0.96
KG054,10,0,0.89
KG054,11,0,0.95
KG054,12,0,0.99
KG056,1,0,0.35
KG056,2,0,0.31
KG056,3,0,0.29
KG056,4,0,0.33
KG056,5,0,0.72
KG056,10,0,1
KG056,11,0,1
KG056,12,0,0.8
KG057,1,0,0.9
KG057,2,0,1
KG057,3,0,1
KG057,4,0,1
KG057,5,0,1
KG057,10,0,0.63
KG057,11,0,0.71
KG057,12,0,0.15
KG058,1,0,0.66
KG058,2,0,0.74
KG058,3,0,0.06
KG058,4,0,0.59
KG058,5,0,0.98
KG058,10,0,0.96
KG058,11,0,0.96
KG058,12,0,0.95
KG060,1,0,0.41
KG060,2,0,0.53
KG060,3,0,0.7
KG060,4,0,0.86
KG060,5,0,0.96
KG060,10,0,0.67
KG060,11,0,0.67
KG060,12,0,0.33
KG061,1,0,0.95
KG061,2,0,0.97
KG061,3,0,0.99
KG061,4,0,0.99
KG061,5,0,0.94
KG061,10,0,0.86
KG061,11,0,0.96
KG061,12,0,0.99
KG062,1,0,0.68
KG062,2,0,0.44
KG062,3,0,0.17
KG062,4,0,0.34
KG062,5,0,0.54
KG062,10,0,0.71
KG062,11,0,0.81
KG062,12,0,0.26
KG063,1,0,1
KG063,2,0,1
KG063,3,0,0.85
KG063,10,0,0.98
KG063,11,0,1
KG063,12,0,1
KG066,1,0,0.91
KG066,2,0,0.83
KG066,3,0,0.93
KG066,4,0,0.98
KG066,5,0,0.99
KG066,10,0,0.81
KG066,11,0,0.84
KG066,12,0,0.77
KG067,1,0,0.99
KG067,2,0,0.95
KG067,3,0,0.84
KG067,4,0,0.96
KG067,5,0,0.99
KG067,10,0,0.95
KG067,11,0,0.98
KG067,12,0,0.99
KG068,1,0,0.58
KG068,2,0,0.77
KG068,3,0,0.93
KG068,4,0,1
KG068,5,0,1
KG068,10,0,1
KG068,11,0,0.94
KG068,12,0,0.78
KG070,1,0,1
KG070,2,0,1
KG070,3,0,1
KG070,4,0,1
KG070,5,0,0.99
KG070,10,0,1
KG070,11,0,1
KG070,12,0,1
KG071,10,0,0.98
KG071,11,0,0.95
KG071,12,0,0.55
KG075,1,0,0.79
KG075,2,0,0.83
KG075,3,0,0.68
KG075,4,0,0.57
KG075,10,0,0.96
KG075,11,0,0.54
KG075,12,0,0.44
KG076,1,0,0.42
KG076,2,0,0.11
KG076,3,0,0.33
KG076,4,0,0.43
KG076,10,0,0.96
KG076,11,0,0.84
KG076,12,0,0.42
KG078,1,0,1
KG078,2,0,1
KG078,3,0,1
KG078,4,0,1
KG078,10,0,0.96
KG078,11,0,0.98
KG078,12,0,1
KG080,1,0,0.94
KG080,2,0,0.72
KG080,3,0,0.77
KG080,4,0,0.97
KG080,5,0,0.9
KG080,10,0,0.78
KG080,11,0,0.81
KG080,12,0,0.84
KG081,1,0,0.92
KG081,2,0,0.96
KG081,3,0,0.94
KG081,4,0,0.94
KG081,5,0,1
KG081,10,0,0.96
KG081,11,0,0.96
KG081,12,0,0.99
KG082,1,0,0.49
KG082,2,0,0.72
KG082,3,0,0.81
KG082,4,0,0.67
KG082,5,0,0.94
KG082,10,0,0.95
KG082,11,0,0.93
KG082,12,0,0.52
KG083,1,0,0.35
KG083,2,0,0.47
KG083,3,0,0.72
KG083,4,0,0.56
KG083,5,0,0.72
KG083,10,0,0.74
KG083,11,0,0.52
KG083,12,0,0.36
KG084,1,0,0.99
KG084,2,0,1
KG084,3,0,1
KG084,4,0,0.97
KG084,5,0,0.97
KG084,10,0,0.96
KG084,11,0,0.95
KG084,12,0,0.97
KG085,1,0,0.26
KG085,2,0,0.4
KG085,3,0,0.33
KG085,4,0,0.39
KG085,10,0,0.86
KG085,11,0,0.69
KG085,12,0,0.13
KG086,1,0,0.99
KG086,2,0,0.97
KG086,3,0,0.97
KG086,4,0,1
KG086,5,0,1
KG086,10,0,1
KG086,11,0,1
KG086,12,0,0.99
KG087,1,0,0.55
KG087,2,0,0.59
KG087,3,0,0.77
KG087,4,0,0.61
KG087,5,0,0.66
KG087,10,0,0.84
KG087,11,0,0.6
KG087,12,0,0.59
KG089,1,0,0.56
KG089,2,0,0.44
KG089,3,0,0.54
KG089,4,0,0.62
KG089,5,0,0.96
KG089,10,0,0.83
KG089,11,0,0.9
KG089,12,0,0.8
KG090,1,0,0.28
KG090,2,0,0.54
KG090,3,0,0.37
KG090,4,0,0.46
KG090,5,0,0.7
KG090,10,0,0.95
KG090,11,0,0.63
KG090,12,0,0.31
KG091,1,0,0.94
KG091,2,0,0.98
KG091,3,0,0.91
KG091,4,0,1
KG091,5,0,1
KG091,10,0,1
KG091,11,0,0.95
KG091,12,0,0.97
KG006,1,1,0.82
KG006,2,1,0.83
KG006,10,1,0.92
KG006,11,1,0.95
KG006,12,1,0.85
KG009,1,1,0.88
KG009,2,1,0.92
KG009,3,1,0.99
KG009,4,1,1
KG009,10,1,0.9
KG009,11,1,0.69
KG009,12,1,0.51
KG012,1,1,0.65
KG012,2,1,0.95
KG012,3,1,1
KG012,4,1,1
KG012,5,1,0.99
KG012,10,1,0.96
KG012,11,1,0.6
KG012,12,1,0.46
KG015,1,1,0.98
KG015,2,1,1
KG015,3,1,0.99
KG015,4,1,1
KG015,5,1,0.98
KG015,10,1,0.97
KG015,11,1,0.9
KG015,12,1,1
KG018,1,1,0.28
KG018,2,1,0.3
KG018,3,1,0.25
KG018,4,1,0.43
KG018,5,1,0.63
KG018,10,1,0.85
KG018,11,1,0.87
KG018,12,1,0.15
KG020,1,1,0.81
KG020,2,1,0.61
KG020,3,1,0.66
KG020,4,1,0.88
KG020,5,1,1
KG020,10,1,0.76
KG020,11,1,0.98
KG020,12,1,0.89
KG022,1,1,0.97
KG022,2,1,0.99
KG022,3,1,0.97
KG022,4,1,0.99
KG022,10,1,0.98
KG022,11,1,1
KG022,12,1,1
KG023,1,1,1
KG023,10,1,1
KG023,11,1,1
KG023,12,1,0.9
KG026,1,1,0.75
KG026,2,1,0.82
KG026,3,1,0.8
KG026,4,1,0.88
KG026,5,1,0.96
KG026,10,1,1
KG026,11,1,0.97
KG026,12,1,0.72
KG027,1,1,1
KG027,2,1,1
KG027,3,1,1
KG027,4,1,1
KG027,10,1,0.85
KG027,11,1,1
KG027,12,1,0.98
KG033,1,1,1
KG033,2,1,0.99
KG033,3,1,0.99
KG033,4,1,0.99
KG033,5,1,0.99
KG033,10,1,1
KG033,11,1,1
KG033,12,1,0.97
KG034,1,1,0.18
KG034,2,1,0.22
KG034,3,1,0.26
KG034,4,1,0.27
KG034,5,1,0.72
KG034,10,1,0.91
KG034,11,1,0.41
KG034,12,1,0.11
KG035,10,1,0.8
KG035,11,1,0.48
KG037,1,1,0.88
KG037,2,1,0.92
KG037,3,1,0.98
KG037,4,1,0.93
KG037,5,1,0.9
KG037,10,1,1
KG037,11,1,0.81
KG037,12,1,0.84
KG044,1,1,0.98
KG044,2,1,1
KG044,3,1,1
KG044,4,1,1
KG044,5,1,0.99
KG044,10,1,0.91
KG044,11,1,0.99
KG044,12,1,1
KG049,10,1,0.99
KG049,11,1,1
KG055,1,1,1
KG055,2,1,1
KG055,3,1,1
KG055,4,1,0.95
KG055,5,1,0.9
KG055,10,1,0.85
KG055,11,1,0.64
KG055,12,1,0.99
KG059,1,1,0.44
KG059,2,1,0.69
KG059,3,1,0.76
KG059,4,1,0.89
KG059,5,1,0.9
KG059,10,1,0.76
KG059,11,1,0.65
KG059,12,1,0.29
KG064,1,1,1
KG064,2,1,1
KG064,10,1,1
KG064,11,1,0.99
KG064,12,1,1
KG069,1,1,1
KG069,2,1,1
KG069,3,1,1
KG069,4,1,1
KG069,5,1,1
KG069,10,1,0.81
KG069,11,1,1
KG069,12,1,1
KG073,1,1,0.4
KG073,2,1,0.61
KG073,3,1,0.72
KG073,4,1,0.94
KG073,5,1,0.96
KG073,10,1,0.93
KG073,11,1,0.97
KG073,12,1,0.73
KG074,1,1,0.5
KG074,2,1,0.54
KG074,3,1,0.69
KG074,4,1,0.64
KG074,5,1,0.78
KG074,10,1,0.79
KG074,11,1,0.73
KG074,12,1,0.49
KG077,10,1,0.93
KG077,11,1,0.98
KG079,1,1,1
KG079,2,1,1
KG079,3,1,1
KG079,4,1,1
KG079,10,1,0.99
KG079,11,1,0.96
KG079,12,1,1
KG088,1,1,0.16
KG088,2,1,0.13
KG088,3,1,0.15
KG088,4,1,0.12
KG088,5,1,0.5
KG088,10,1,0.96
KG088,11,1,0.43
KG088,12,1,0.11
KG097,1,1,0.94
KG097,2,1,1
KG097,3,1,1
KG097,4,1,1
KG097,10,1,0.99
KG097,11,1,0.97
KG097,12,1,0.98
KG106,1,1,0.98
KG106,2,1,0.64
KG106,3,1,0.4
KG106,4,1,0.95
KG106,5,1,0.96
KG106,10,1,0.89
KG106,11,1,0.97
KG106,12,1,0.83
KG092,1,0,0.88
KG092,2,0,0.77
KG092,3,0,0.32
KG092,4,0,0.49
KG092,5,0,0.98
KG092,10,0,0.99
KG092,11,0,1
KG092,12,0,0.97
KG093,1,0,0.96
KG093,2,0,0.63
KG093,3,0,0.76
KG093,4,0,0.98
KG093,5,0,1
KG093,10,0,0.84
KG093,11,0,0.59
KG093,12,0,0.78
KG094,1,0,0.98
KG094,2,0,0.92
KG094,3,0,0.95
KG094,4,0,0.93
KG094,5,0,0.98
KG094,10,0,0.98
KG094,11,0,0.96
KG094,12,0,0.92
KG095,10,0,1
KG096,1,0,0.93
KG096,2,0,0.9
KG096,3,0,0.98
KG096,4,0,0.99
KG096,5,0,1
KG096,10,0,0.92
KG096,11,0,0.93
KG096,12,0,0.94
KG098,1,0,0.95
KG098,2,0,0.99
KG098,3,0,1
KG098,4,0,1
KG098,5,0,1
KG098,10,0,1
KG098,11,0,0.99
KG098,12,0,1
KG099,1,0,1
KG099,2,0,1
KG099,3,0,0.98
KG099,4,0,0.97
KG099,5,0,0.99
KG099,10,0,0.99
KG099,11,0,1
KG099,12,0,0.99
KG100,1,0,1
KG100,2,0,1
KG100,3,0,1
KG100,4,0,1
KG100,5,0,1
KG100,10,0,0.97
KG100,11,0,0.98
KG100,12,0,0.94
KG101,1,0,1
KG101,2,0,1
KG101,3,0,1
KG101,4,0,1
KG101,5,0,1
KG101,10,0,1
KG101,11,0,1
KG101,12,0,1
KG103,1,0,1
KG103,2,0,1
KG103,3,0,1
KG103,4,0,0.92
KG103,5,0,0.9
KG103,10,0,0.89
KG103,11,0,0.98
KG103,12,0,0.99
KG104,1,0,1
KG104,2,0,0.96
KG104,3,0,0.97
KG104,4,0,0.89
KG104,5,0,0.99
KG104,10,0,1
KG104,11,0,0.98
KG104,12,0,0.97
KG105,1,0,0.97
KG105,2,0,1
KG105,3,0,1
KG105,4,0,0.99
KG105,5,0,0.99
KG105,10,0,0.96
KG105,11,0,0.97
KG105,12,0,0.97
BG001,1,0,0.99
BG001,2,0,0.95
BG001,3,0,0.9
BG001,4,0,0.69
BG001,5,0,0.95
BG001,10,0,0.94
BG001,11,0,0.78
BG001,12,0,0.91
BG002,1,0,0.68
BG002,2,0,0.58
BG002,3,0,0.69
BG002,4,0,0.88
BG002,5,0,0.96
BG002,10,0,0.93
BG002,11,0,0.78
BG002,12,0,0.64
BG003,1,0,0.73
BG003,2,0,0.64
BG003,3,0,0.75
BG003,4,0,0.92
BG003,5,0,0.97
BG003,10,0,0.92
BG003,11,0,0.93
BG003,12,0,0.83
BG004,1,0,0.48
BG004,2,0,0.64
BG004,3,0,0.48
BG004,4,0,0.46
BG004,5,0,0.61
BG004,10,0,0.93
BG004,11,0,0.79
BG004,12,0,0.63
BG005,1,1,0.8
BG005,2,1,0.74
BG005,3,1,0.66
BG005,4,1,0.88
BG005,5,1,0.74
BG005,10,1,0.91
BG005,11,1,0.91
BG005,12,1,0.84
BG006,1,0,0.93
BG006,2,0,0.89
BG006,3,0,0.86
BG006,4,0,0.9
BG006,5,0,0.83
BG006,10,0,0.99
BG006,11,0,0.96
BG006,12,0,0.92
BG007,1,0,0.71
BG007,2,0,0.67
BG007,3,0,0.79
BG007,4,0,0.75
BG007,5,0,0.87
BG007,10,0,0.92
BG007,11,0,0.75
BG007,12,0,0.71
BG008,1,0,0.66
BG008,2,0,0.72
BG008,3,0,0.76
BG008,4,0,0.89
BG008,5,0,0.98
BG008,10,0,0.94
BG008,11,0,0.9
BG008,12,0,0.67
BG009,1,0,0.75
BG009,2,0,0.87
BG009,3,0,0.97
BG009,4,0,0.89
BG009,5,0,0.96
BG009,10,0,0.88
BG009,11,0,0.76
BG009,12,0,0.68
BG010,1,0,0.3
BG010,2,0,0.44
BG010,3,0,0.49
BG010,4,0,0.86
BG010,5,0,0.78
BG010,10,0,0.86
BG010,11,0,0.86
BG010,12,0,0.82
BG011,1,0,0.78
BG011,2,0,0.78
BG011,3,0,0.73
BG011,4,0,0.86
BG011,5,0,0.65
BG011,10,0,0.86
BG011,11,0,0.74
BG011,12,0,0.73
BG012,1,0,0.55
BG012,2,0,0.69
BG012,3,0,0.64
BG012,4,0,0.66
BG012,5,0,0.8
BG012,10,0,0.93
BG012,11,0,0.75
BG012,12,0,0.56
BG013,1,1,0.7
BG013,2,1,0.86
BG013,3,1,0.85
BG013,4,1,0.7
BG013,5,1,0.82
BG013,10,1,0.84
BG013,11,1,0.87
BG013,12,1,0.79
BG014,1,1,0.55
BG014,2,1,0.47
BG014,3,1,0.54
BG014,4,1,0.65
BG014,5,1,0.85
BG014,10,1,0.87
BG014,11,1,0.75
BG014,12,1,0.53
BG015,1,0,0.96
BG015,2,0,0.79
BG015,3,0,0.43
BG015,4,0,0.75
BG015,5,0,0.99
BG015,10,0,0.81
BG015,11,0,0.72
BG015,12,0,0.94
BG016,1,1,0.54
BG016,2,1,0.41
BG016,3,1,0.81
BG016,4,1,0.89
BG016,5,1,0.84
BG016,10,1,0.94
BG016,11,1,0.45
BG016,12,1,0.44
BG017,1,0,0.6
BG017,2,0,0.68
BG017,3,0,0.56
BG017,4,0,0.62
BG017,5,0,0.71
BG017,10,0,0.94
BG017,11,0,0.68
BG017,12,0,0.52
BG018,1,0,0.5
BG018,2,0,0.29
BG018,3,0,0.57
BG018,4,0,0.99
BG018,5,0,0.7
BG018,10,0,0.96
BG018,11,0,0.5
BG018,12,0,0.51
BG019,1,1,0.6
BG019,2,1,0.6
BG019,3,1,0.68
BG019,4,1,0.76
BG019,5,1,0.73
BG019,10,1,0.9
BG019,11,1,0.81
BG019,12,1,0.49
BG021,1,0,0.24
BG021,2,0,0.45
BG021,3,0,0.3
BG021,4,0,0.22
BG021,5,0,0.49
BG021,10,0,0.9
BG021,11,0,0.57
BG021,12,0,0.23
BG023,1,1,0.62
BG023,2,1,0.83
BG023,3,1,0.83
BG023,4,1,0.68
BG023,5,1,0.59
BG023,10,1,0.67
BG023,11,1,0.92
BG023,12,1,0.45
BG024,1,0,0.98
BG024,2,0,0.96
BG024,3,0,0.87
BG024,4,0,0.87
BG024,5,0,0.87
BG024,10,0,0.76
BG024,11,0,0.98
BG024,12,0,0.92
BG025,1,0,0.61
BG025,2,0,0.86
BG025,3,0,0.84
BG025,4,0,0.83
BG025,5,0,0.86
BG025,10,0,0.81
BG025,11,0,0.86
BG025,12,0,0.66
BG026,1,0,0.81
BG026,2,0,0.88
BG026,3,0,0.93
BG026,4,0,0.98
BG026,5,0,0.99
BG026,10,0,0.94
BG026,11,0,0.89
BG026,12,0,0.63
BG027,1,1,0.43
BG027,2,1,0.44
BG027,10,1,0.97
BG027,11,1,0.71
BG027,12,1,0.42
BG028,1,1,0.5
BG028,2,1,0.67
BG028,3,1,0.78
BG028,4,1,0.91
BG028,5,1,0.85
BG028,10,1,0.99
BG028,11,1,0.98
BG028,12,1,0.85
BG029,1,1,0.61
BG029,2,1,0.71
BG029,3,1,0.57
BG029,4,1,0.52
BG029,5,1,0.81
BG029,10,1,0.88
BG029,11,1,0.72
BG029,12,1,0.49
BG030,1,0,0.62
BG030,2,0,0.74
BG030,3,0,0.74
BG030,4,0,0.59
BG030,5,0,0.61
BG030,10,0,0.66
BG030,11,0,0.53
BG030,12,0,0.64
BG031,1,0,0.53
BG031,2,0,0.53
BG031,3,0,0.61
BG031,4,0,0.6
BG031,5,0,0.83
BG031,10,0,0.75
BG031,11,0,0.66
BG031,12,0,0.51
BG032,1,0,0.4
BG032,2,0,0.42
BG032,3,0,0.47
BG032,4,0,0.69
BG032,5,0,0.9
BG032,10,0,0.47
BG032,11,0,0.73
BG032,12,0,0.33
BG033,1,1,0.93
BG033,2,1,0.93
BG033,3,1,0.97
BG033,4,1,0.94
BG033,5,1,0.9
BG033,10,1,0.93
BG033,11,1,0.84
BG033,12,1,0.99
BG034,1,1,0.46
BG034,2,1,0.56
BG034,3,1,0.69
BG034,4,1,0.78
BG034,5,1,0.95
BG034,10,1,0.95
BG034,11,1,0.9
BG034,12,1,0.56
BG035,1,1,0.82
BG035,2,1,0.9
BG035,3,1,0.84
BG035,4,1,0.86
BG035,5,1,0.91
BG035,10,1,0.93
BG035,11,1,0.86
BG035,12,1,0.84
BG036,1,1,0.97
BG036,2,1,0.9
BG036,3,1,0.96
BG036,4,1,0.85
BG036,5,1,0.89
BG036,10,1,0.9
BG036,11,1,0.87
BG036,12,1,0.99
BG037,1,0,0.64
BG037,2,0,0.69
