ID,Month,Avy_Mort,Prop_Avy
BG037,3,0,0.78
BG037,4,0,0.82
BG037,5,0,0.91
BG037,10,0,0.87
BG037,11,0,0.94
BG037,12,0,0.64
BG038,1,1,0.59
BG038,2,1,0.42
BG038,3,1,0.6
BG038,4,1,0.73
BG038,5,1,0.96
BG038,10,1,0.34
BG038,11,1,0.7
BG038,12,1,0.61
BG039,1,1,0.48
BG039,2,1,0.53
BG039,3,1,0.51
BG039,4,1,0.7
BG039,5,1,0.85
BG039,10,1,0.88
BG039,11,1,0.58
BG039,12,1,0.49
BG040,1,1,0.85
BG040,2,1,0.87
BG040,3,1,0.74
BG040,4,1,0.85
BG040,5,1,0.86
BG040,10,1,0.86
BG040,11,1,0.75
BG040,12,1,0.7
BG041,1,1,0.85
BG041,10,1,0.98
BG041,11,1,0.72
BG041,12,1,0.84
BG042,1,1,0.98
BG042,2,1,0.4
BG042,3,1,0.76
BG042,4,1,0.93
BG042,5,1,0.82
BG042,10,1,0.85
BG042,11,1,0.59
BG042,12,1,0.89
BG043,1,0,0.23
BG043,2,0,0.34
BG043,3,0,0.41
BG043,4,0,0.34
BG043,5,0,0.57
BG043,10,0,0.92
BG043,11,0,0.86
BG043,12,0,0.47
BG045,1,1,0.76
BG045,2,1,0.78
BG045,3,1,0.75
BG045,4,1,0.89
BG045,5,1,0.95
BG045,10,1,0.97
BG045,11,1,0.73
BG045,12,1,0.66
BG046,1,1,0.51
BG046,2,1,0.39
BG046,3,1,0.43
BG046,4,1,0.66
BG046,5,1,0.89
BG046,10,1,0.85
BG046,11,1,0.86
BG046,12,1,0.44
BG047,1,1,1
BG047,2,1,0.21
BG047,3,1,0.2
BG047,10,1,0.95
BG047,11,1,0.73
BG047,12,1,0.93
BG049,1,1,0.08
BG049,2,1,0.32
BG049,10,1,0.58
BG049,11,1,0.96
BG049,12,1,0.3
BG050,1,0,0.45
BG050,2,0,0.77
BG050,3,0,0.59
BG050,4,0,0.77
BG050,5,0,0.94
BG050,10,0,0.75
BG050,11,0,0.78
BG050,12,0,0.69
BG051,1,0,0.56
BG051,2,0,0.41
BG051,3,0,0.52
BG051,4,0,0.78
BG051,5,0,0.93
BG051,10,0,0.83
BG051,11,0,0.72
BG051,12,0,0.64
BG053,1,1,0.47
BG053,2,1,0.49
BG053,3,1,0.47
BG053,4,1,0.59
BG053,5,1,0.9
BG053,10,1,0.91
BG053,11,1,0.87
BG053,12,1,0.53
BG054,1,0,0.25
BG054,2,0,0.31
BG054,3,0,0.42
BG054,4,0,0.58
BG054,5,0,0.73
BG054,10,0,0.93
BG054,11,0,0.87
BG054,12,0,0.44
BG055,1,1,0.65
BG055,2,1,0.65
BG055,3,1,0.71
BG055,4,1,0.83
BG055,5,1,0.95
BG055,10,1,0.96
BG055,11,1,0.85
BG055,12,1,0.73
BG056,1,0,0.52
BG056,2,0,0.75
BG056,3,0,0.82
BG056,4,0,0.67
BG056,5,0,0.84
BG056,10,0,0.96
BG056,11,0,0.99
BG056,12,0,0.62
BG057,1,1,0.94
BG057,2,1,0.9
BG057,3,1,1
BG057,10,1,0.91
BG057,11,1,0.85
BG057,12,1,0.99
BG058,1,0,0.72
BG058,2,0,0.78
BG058,3,0,0.65
BG058,4,0,0.66
BG058,5,0,0.76
BG058,10,0,0.48
BG058,11,0,0.57
BG058,12,0,0.62
BG059,1,0,0.82
BG059,2,0,0.63
BG059,3,0,0.98
BG059,4,0,0.99
BG059,5,0,0.99
BG059,10,0,0.92
BG059,11,0,0.76
BG059,12,0,0.71
BG060,1,0,0.69
BG060,2,0,0.51
BG060,3,0,0.49
BG060,4,0,0.85
BG060,5,0,0.99
BG060,10,0,0.98
BG060,11,0,0.95
BG060,12,0,0.68
BG061,1,1,0.48
BG061,2,1,0.58
BG061,3,1,0.78
BG061,4,1,0.71
BG061,5,1,0.97
BG061,10,1,0.89
BG061,11,1,0.93
BG061,12,1,0.68
BG062,1,1,0.82
BG062,2,1,0.82
BG062,3,1,0.78
BG062,4,1,0.92
BG062,5,1,0.99
BG062,10,1,0.9
BG062,11,1,0.98
BG062,12,1,0.94
BG063,1,0,0.69
BG063,2,0,0.55
BG063,3,0,0.75
BG063,4,0,0.84
BG063,5,0,0.9
BG063,10,0,0.93
BG063,11,0,0.96
BG063,12,0,0.85
BG064,1,0,0.78
BG064,2,0,0.32
BG064,3,0,1
BG064,4,0,1
BG064,10,0,0.75
BG064,11,0,0.88
BG064,12,0,1
BG065,1,0,0.51
BG065,2,0,0.87
BG065,3,0,0.71
BG065,10,0,0.89
BG065,11,0,0.99
BG065,12,0,0.59
BG066,1,0,0.34
BG066,2,0,0.57
BG066,3,0,0.44
BG066,10,0,0.48
BG066,11,0,0.7
BG066,12,0,0.53
BG067,1,0,0.46
BG067,2,0,0.72
BG067,3,0,0.66
BG067,10,0,0.88
BG067,11,0,0.89
BG067,12,0,0.42
BG069,1,1,0.64
BG069,2,1,0.83
BG069,3,1,0.72
BG069,4,1,1
BG069,10,1,1
BG069,11,1,0.92
BG069,12,1,0.68
BG071,1,0,0.77
BG071,2,0,0.51
BG071,3,0,0.46
BG071,4,0,0.69
BG071,5,0,0.69
BG071,10,0,1
BG071,11,0,0.97
BG071,12,0,0.63
BG072,1,0,0.21
BG072,2,0,0.17
BG072,3,0,0.22
BG072,4,0,0.57
BG072,5,0,0.99
BG072,10,0,0.94
BG072,11,0,0.76
BG072,12,0,0.26
BG073,1,0,0.52
BG073,2,0,0.75
BG073,3,0,0.47
BG073,4,0,0.86
BG073,5,0,0.96
BG073,10,0,0.95
BG073,11,0,0.8
BG073,12,0,0.48
BG074,1,0,0.29
BG074,2,0,0.24
BG074,3,0,0.4
BG074,4,0,0.5
BG074,5,0,0.8
BG074,10,0,0.68
BG074,11,0,0.6
BG074,12,0,0.43
BG075,1,0,0.32
BG075,2,0,0.26
BG075,3,0,0.7
BG075,4,0,0.8
BG075,5,0,0.84
BG075,10,0,0.98
BG075,11,0,0.78
BG075,12,0,0.41
BG076,1,1,1
BG076,2,1,0.9
BG076,3,1,0.91
BG076,4,1,0.99
BG076,5,1,1
BG076,10,1,0.96
BG076,11,1,0.95
BG076,12,1,0.98
BG077,1,0,0.44
BG077,2,0,0.34
BG077,3,0,0.27
BG077,4,0,0.3
BG077,5,0,0.52
BG077,10,0,0.93
BG077,11,0,0.77
BG077,12,0,0.47
BG078,1,0,0.79
BG078,2,0,0.44
BG078,3,0,0.3
BG078,4,0,0.46
BG078,5,0,0.99
BG078,10,0,0.98
BG078,11,0,0.67
BG078,12,0,0.69
BG079,1,1,0.42
BG079,2,1,0.64
BG079,3,1,0.86
BG079,4,1,0.83
BG079,5,1,0.96
BG079,10,1,0.87
BG079,11,1,0.49
BG079,12,1,0.71
BG080,1,0,0.78
BG080,2,0,0.56
BG080,3,0,0.78
BG080,4,0,0.94
BG080,5,0,0.97
BG080,10,0,0.93
BG080,11,0,0.83
BG080,12,0,0.78
BG081,1,1,0.48
BG081,2,1,0.53
BG081,3,1,0.4
BG081,4,1,0.21
BG081,10,1,0.95
BG081,11,1,0.88
BG081,12,1,0.73
BG082,1,0,0.62
BG082,2,0,0.6
BG082,3,0,0.77
BG082,4,0,0.63
BG082,5,0,0.89
BG082,10,0,0.9
BG082,11,0,0.73
BG082,12,0,0.69
BG083,1,0,0.51
BG083,2,0,0.31
BG083,3,0,0.31
BG083,4,0,0.53
BG083,5,0,0.92
BG083,10,0,0.83
BG083,11,0,0.66
BG083,12,0,0.31
BG084,1,1,0.18
BG084,2,1,0.12
BG084,3,1,0.43
BG084,4,1,0.46
BG084,5,1,0.88
BG084,10,1,0.68
BG084,11,1,0.36
BG084,12,1,0.29
BG085,1,0,0.43
BG085,2,0,0.04
BG085,3,0,0.63
BG085,4,0,0.82
BG085,5,0,0.88
BG085,10,0,0.88
BG085,11,0,0.9
BG085,12,0,0.62
BG086,1,0,0.59
BG086,2,0,0.42
BG086,3,0,0.63
BG086,4,0,0.16
BG086,5,0,0.67
BG086,10,0,0.88
BG086,11,0,0.39
BG086,12,0,0.5
BG088,1,0,0
BG088,2,0,0.04
BG088,3,0,0.02
BG088,4,0,0.38
BG088,5,0,0.42
BG088,10,0,0.94
BG088,11,0,0.78
BG088,12,0,0.41
CG011,1,0,0
CG011,2,0,0
CG011,3,0,0
CG011,4,0,0
CG011,5,0,0
CG011,10,0,0.38
CG011,11,0,0.02
CG011,12,0,0
CG012,1,0,0.09
CG012,2,0,0.06
CG012,3,0,0.41
CG012,4,0,0.45
CG012,5,0,0.77
CG012,10,0,0.52
CG012,11,0,0.25
CG012,12,0,0.31
CG013,1,0,0.05
CG013,2,0,0
CG013,3,0,0
CG013,4,0,0
CG013,5,0,0
CG013,10,0,0.03
CG013,11,0,0.03
CG013,12,0,0.02
